CustomerNo,Recency,Frequency,Monetary,Cluster
17176,32,2,19995.95,cluster_1
17177,228,2,18877.47,cluster_3
17179,92,4,6390.68,cluster_1
17180,57,4,7670.559999999999,cluster_1
17181,58,2,2715.8500000000004,cluster_1
17183,8,6,15203.13,cluster_1
17185,109,1,54.94,cluster_1
17186,47,2,2198.0,cluster_1
17187,227,1,1684.93,cluster_3
17188,12,7,15261.47,cluster_1
17189,107,2,2703.55,cluster_1
17190,50,3,2068.3,cluster_1
17191,29,7,14065.54,cluster_1
17193,36,7,14595.02,cluster_1
17194,361,1,1380.61,cluster_3
17197,30,1,2995.94,cluster_1
17198,24,3,4273.43,cluster_1
17201,54,1,2625.58,cluster_1
17203,36,6,32741.26,cluster_1
17204,176,5,8620.11,cluster_3
17205,54,2,9472.33,cluster_1
17206,54,1,988.16,cluster_1
17210,239,1,1537.41,cluster_3
17211,27,8,16226.96,cluster_1
17212,239,2,2462.02,cluster_3
17213,41,8,15703.05,cluster_1
17214,61,6,3873.26,cluster_1
17217,235,1,362.32,cluster_3
17218,5,10,10789.92,cluster_1
17219,32,1,1023.12,cluster_1
17220,25,14,22509.81,cluster_0
17221,8,2,2323.98,cluster_1
17222,66,1,1587.23,cluster_1
17223,311,2,1508.6,cluster_3
17226,309,1,4564.79,cluster_3
17227,19,6,8379.13,cluster_1
17228,16,8,16008.42,cluster_1
17229,97,2,1540.5800000000002,cluster_1
17230,265,9,20420.64,cluster_3
17231,13,12,25467.6,cluster_1
17232,3,2,1286.72,cluster_1
17233,36,1,1538.32,cluster_1
17234,183,2,5283.24,cluster_3
17235,26,2,2629.16,cluster_1
17236,13,7,5520.41,cluster_1
17237,12,2,1216.79,cluster_1
17238,3,17,19663.22,cluster_0
17239,313,1,1929.26,cluster_3
17242,109,2,6768.46,cluster_1
17243,2,26,39004.74,cluster_0
17244,54,1,6955.96,cluster_1
17245,205,1,944.37,cluster_3
17246,166,1,14.5,cluster_3
17247,16,1,678.7900000000001,cluster_1
17248,121,2,9575.01,cluster_1
17249,263,1,5590.46,cluster_3
17250,4,2,1481.24,cluster_1
17251,363,1,1383.41,cluster_3
17252,117,2,2325.49,cluster_1
17253,19,1,611.51,cluster_1
17254,5,2,1596.47,cluster_1
17255,41,2,2625.7,cluster_1
17256,108,2,1685.32,cluster_1
17259,149,2,4552.47,cluster_3
17262,53,5,5045.55,cluster_1
17263,209,1,433.96,cluster_3
17265,139,2,4445.66,cluster_1
17266,3,3,1205.3,cluster_1
17267,128,2,1932.07,cluster_1
17268,108,4,9436.12,cluster_1
17272,43,4,20426.73,cluster_1
17274,36,2,8267.64,cluster_1
17277,228,2,5498.83,cluster_3
17278,242,1,2037.82,cluster_3
17279,58,1,678.42,cluster_1
17282,131,3,20611.54,cluster_1
17283,145,1,2077.87,cluster_3
17284,61,6,15565.03,cluster_1
17286,22,2,1365.82,cluster_1
17287,27,7,6773.78,cluster_1
17288,10,7,11049.75,cluster_1
17289,32,3,6131.469999999999,cluster_1
17290,4,2,2552.36,cluster_1
17291,309,1,1302.48,cluster_3
17293,9,9,12798.45,cluster_1
17295,29,3,3478.87,cluster_1
17297,18,1,797.62,cluster_1
17298,102,3,5228.52,cluster_1
17299,12,4,7105.09,cluster_1
17301,22,1,1552.85,cluster_1
17302,15,5,6686.4800000000005,cluster_1
17303,99,2,4657.63,cluster_1
17306,11,19,120657.73,cluster_0
17308,43,1,86.15,cluster_1
17309,96,1,505.0,cluster_1
17310,43,3,7753.84,cluster_1
17311,79,2,11601.38,cluster_1
17312,139,4,4500.12,cluster_1
17313,32,1,16757.32,cluster_1
17314,25,8,21975.22,cluster_1
17315,2,36,44382.42,cluster_0
17316,165,1,845.26,cluster_3
17317,47,4,14468.52,cluster_1
17320,101,4,8484.14,cluster_1
17321,9,3,4871.84,cluster_1
17322,255,1,67.78,cluster_3
17323,16,7,7909.0,cluster_1
17324,18,4,9434.59,cluster_1
17325,191,2,998.42,cluster_3
17326,296,1,52.02,cluster_3
17329,15,2,1398.77,cluster_1
17330,23,2,1602.84,cluster_1
17331,124,1,343.52,cluster_1
17333,86,4,10323.02,cluster_1
17334,303,2,3543.6,cluster_3
17337,152,4,14739.69,cluster_3
17338,18,8,37733.92,cluster_1
17339,95,2,1807.84,cluster_1
17340,30,11,73680.41,cluster_0
17341,157,3,5184.33,cluster_3
17343,356,1,772.46,cluster_3
17344,47,1,827.78,cluster_1
17345,16,4,3178.08,cluster_1
17346,4,15,16247.62,cluster_0
17347,87,1,2449.44,cluster_1
17348,15,5,14610.17,cluster_1
17349,180,1,1146.11,cluster_3
17350,9,4,7949.37,cluster_1
17351,37,3,1760.08,cluster_1
17353,130,3,7057.27,cluster_1
17354,51,1,11739.66,cluster_1
17355,338,1,10079.13,cluster_3
17356,312,1,1884.14,cluster_3
17357,25,2,1951.82,cluster_1
17358,304,4,6413.42,cluster_3
17359,12,1,996.59,cluster_1
17360,18,3,3913.27,cluster_1
17361,50,3,2109.43,cluster_1
17362,240,2,2277.58,cluster_3
17364,1,11,30165.71,cluster_1
17365,13,8,51013.55,cluster_1
17367,239,1,1699.02,cluster_3
17368,24,8,16010.05,cluster_1
17369,137,1,5761.38,cluster_1
17370,73,4,5991.94,cluster_1
17371,18,4,5630.38,cluster_1
17372,41,8,9026.44,cluster_1
17373,41,4,4701.04,cluster_1
17374,219,2,1379.4,cluster_3
17375,200,3,4141.13,cluster_3
17376,71,2,1089.75,cluster_1
17377,24,20,24541.61,cluster_0
17379,12,1,3886.6,cluster_1
17381,9,29,281942.68,cluster_0
17382,66,1,297.6,cluster_1
17383,5,1,925.64,cluster_1
17384,20,2,1184.91,cluster_1
17385,15,2,5542.39,cluster_1
17386,8,6,17650.06,cluster_1
17387,20,2,5239.83,cluster_1
17388,78,4,12241.47,cluster_1
17389,1,34,98926.42,cluster_0
17391,25,3,15402.14,cluster_1
17392,307,2,3221.8,cluster_3
17393,208,2,3206.24,cluster_3
17394,220,1,2679.65,cluster_3
17396,40,7,28031.5,cluster_1
17397,23,2,3260.7,cluster_1
17398,115,3,3846.61,cluster_1
17400,127,5,13123.42,cluster_1
17401,22,1,14.61,cluster_1
17402,5,12,9185.49,cluster_1
17403,37,1,1408.09,cluster_1
17404,5,13,365681.2,cluster_0
17405,2,3,7674.74,cluster_1
17406,334,3,11625.63,cluster_3
17408,74,2,7022.95,cluster_1
17409,185,2,1805.25,cluster_3
17410,17,5,6855.929999999999,cluster_1
17411,13,3,3451.94,cluster_1
17412,3,7,7409.18,cluster_1
17414,44,2,22330.2,cluster_1
17415,80,1,1689.3,cluster_1
17416,30,7,48472.49,cluster_1
17418,43,2,3375.4300000000003,cluster_1
17419,12,12,22897.82,cluster_1
17420,51,3,2351.04,cluster_1
17422,17,6,22767.13,cluster_1
17423,47,2,5420.0,cluster_1
17425,20,2,4578.12,cluster_1
17426,9,6,33313.03,cluster_1
17427,72,1,451.82,cluster_1
17428,1,28,99827.67,cluster_0
17429,129,4,7470.55,cluster_1
17430,33,2,2158.02,cluster_1
17431,183,2,3325.25,cluster_3
17432,19,2,2477.87,cluster_1
17433,89,1,2146.31,cluster_1
17434,3,10,64654.95,cluster_0
17436,2,2,877.26,cluster_1
17438,254,1,1453.79,cluster_3
17440,157,3,2712.66,cluster_3
17442,37,6,17327.63,cluster_1
17443,220,1,5715.36,cluster_3
17444,152,2,23051.47,cluster_3
17446,89,3,8639.39,cluster_1
17447,41,2,5033.44,cluster_1
17449,3,8,13048.61,cluster_1
17450,9,46,891069.53,cluster_2
17451,2,7,11227.88,cluster_1
17453,18,3,2414.67,cluster_1
17454,193,4,2209.34,cluster_3
17455,204,1,512.9399999999999,cluster_3
17456,366,1,2531.46,cluster_3
17457,127,5,10246.09,cluster_1
17458,16,2,1646.43,cluster_1
17459,44,2,6007.98,cluster_1
17460,95,6,3056.58,cluster_1
17461,23,3,8598.79,cluster_1
17462,61,2,2777.29,cluster_1
17463,17,5,12072.45,cluster_1
17464,159,1,2552.5,cluster_3
17466,11,2,2729.7200000000003,cluster_1
17468,11,2,716.6,cluster_1
17469,17,5,6751.38,cluster_1
17470,45,5,17963.37,cluster_1
17472,192,3,5378.33,cluster_3
17475,61,2,2427.22,cluster_1
17480,78,1,3988.76,cluster_1
17481,4,4,10079.0,cluster_1
17483,66,3,2381.72,cluster_1
17486,262,1,2364.34,cluster_3
17489,59,3,5457.99,cluster_1
17490,1,7,13538.07,cluster_1
17491,2,10,20737.08,cluster_1
17492,249,1,1972.54,cluster_3
17493,215,2,4943.05,cluster_3
17495,8,3,2339.95,cluster_1
17496,359,1,1087.48,cluster_3
17497,1,2,16965.09,cluster_1
17498,76,1,4316.72,cluster_1
17499,155,2,14661.88,cluster_3
17500,18,4,2472.48,cluster_1
17501,221,2,1935.53,cluster_3
17502,10,6,15611.6,cluster_1
17503,3,2,4215.7300000000005,cluster_1
17504,207,9,20128.4,cluster_3
17505,162,2,6872.78,cluster_3
17506,76,1,1734.38,cluster_1
17507,262,2,4299.85,cluster_3
17508,6,3,13280.47,cluster_1
17509,58,8,42229.44,cluster_1
17510,25,1,2509.46,cluster_1
17511,3,31,639006.19,cluster_2
17512,29,11,35003.71,cluster_1
17513,73,2,7071.12,cluster_1
17514,129,1,1473.66,cluster_1
17515,32,6,3842.67,cluster_1
17516,16,7,5222.47,cluster_1
17517,309,1,1203.22,cluster_3
17519,18,6,14558.74,cluster_1
17520,54,2,8887.34,cluster_1
17521,6,4,6066.69,cluster_1
17522,2,6,16375.62,cluster_1
17523,12,4,7216.98,cluster_1
17524,362,1,1070.99,cluster_3
17525,360,1,1273.9,cluster_3
17526,5,5,4540.27,cluster_1
17527,54,4,5964.51,cluster_1
17528,2,8,22264.02,cluster_1
17530,2,11,19516.93,cluster_1
17531,191,1,1698.08,cluster_3
17534,54,1,1284.56,cluster_1
17535,281,1,1562.38,cluster_3
17536,178,2,4629.71,cluster_3
17537,6,3,8173.11,cluster_1
17538,26,2,1485.32,cluster_1
17539,207,1,445.88,cluster_3
17540,25,3,3818.61,cluster_1
17541,235,1,5047.29,cluster_3
17542,270,1,1548.39,cluster_3
17544,374,1,17340.32,cluster_3
17545,44,4,4195.75,cluster_1
17546,199,1,1165.72,cluster_3
17548,234,1,700.3199999999999,cluster_3
17549,24,3,5922.96,cluster_1
17550,198,3,1155.2,cluster_3
17551,360,1,1752.99,cluster_3
17552,61,4,8018.08,cluster_1
17553,130,1,12265.36,cluster_1
17554,2,6,27716.96,cluster_1
17555,20,2,3985.41,cluster_1
17556,206,2,2611.17,cluster_3
17557,15,3,3099.53,cluster_1
17558,374,1,153.5,cluster_3
17560,95,5,7193.36,cluster_1
17561,20,1,1620.84,cluster_1
17562,15,7,8168.14,cluster_1
17564,25,3,1961.61,cluster_1
17566,9,2,4587.52,cluster_1
17567,8,8,29487.55,cluster_1
17569,333,1,1982.37,cluster_3
17571,51,4,10278.51,cluster_1
17572,72,4,1206.16,cluster_1
17573,30,3,3547.27,cluster_1
17574,243,1,917.59,cluster_3
17576,9,19,22734.8,cluster_0
17578,219,1,1561.56,cluster_3
17579,5,3,2537.87,cluster_1
17580,253,3,1109.76,cluster_3
17581,1,25,56098.87,cluster_0
17582,237,1,1440.38,cluster_3
17584,8,2,4593.87,cluster_1
17585,110,4,18031.01,cluster_1
17588,101,4,8212.83,cluster_1
17589,61,4,17867.77,cluster_1
17590,3,3,8858.85,cluster_1
17591,74,7,12496.33,cluster_1
17593,4,5,31383.02,cluster_1
17594,86,3,4619.19,cluster_1
17595,13,3,1948.76,cluster_1
17596,24,8,50524.19,cluster_1
17597,214,1,13911.12,cluster_3
17600,18,1,1049.76,cluster_1
17601,30,2,1547.64,cluster_1
17602,3,6,42527.42,cluster_1
17603,79,1,2075.24,cluster_1
17604,218,2,2049.28,cluster_3
17608,34,2,2519.12,cluster_1
17609,41,5,7740.67,cluster_1
17611,8,15,28831.6,cluster_0
17612,54,6,18688.29,cluster_1
17613,23,14,28889.94,cluster_0
17614,58,1,2798.6,cluster_1
17615,131,3,1772.93,cluster_1
17616,174,3,2880.64,cluster_3
17618,6,4,20985.8,cluster_1
17619,313,1,1490.63,cluster_3
17620,60,1,698.4,cluster_1
17621,22,3,6681.86,cluster_1
17623,33,1,3256.0,cluster_1
17624,15,2,5100.7,cluster_1
17625,19,4,14159.05,cluster_1
17628,82,1,887.12,cluster_1
17629,6,8,17230.36,cluster_1
17630,170,2,2135.56,cluster_3
17631,2,3,3185.55,cluster_1
17633,32,5,7179.11,cluster_1
17634,37,9,11006.37,cluster_1
17636,20,1,1917.16,cluster_1
17637,32,3,3487.59,cluster_1
17638,235,1,3562.76,cluster_3
17639,277,1,613.41,cluster_3
17640,87,1,3199.34,cluster_1
17642,120,3,9478.84,cluster_1
17643,374,1,831.87,cluster_3
17644,2,12,22699.7,cluster_1
17646,220,4,16422.07,cluster_3
17647,66,1,443.8,cluster_1
17648,61,5,6881.98,cluster_1
17649,139,1,4490.89,cluster_1
17650,22,2,2502.01,cluster_1
17651,12,11,31376.22,cluster_1
17652,26,13,30114.03,cluster_0
17653,37,4,15531.85,cluster_1
17654,278,1,540.6899999999999,cluster_3
17655,11,7,13209.99,cluster_1
17656,74,6,16066.92,cluster_1
17658,26,2,6923.96,cluster_1
17659,18,12,18401.59,cluster_1
17660,142,2,2913.81,cluster_1
17663,26,9,16388.34,cluster_1
17664,19,2,6748.3,cluster_1
17665,214,1,815.77,cluster_3
17666,4,2,5553.68,cluster_1
17667,67,8,24051.41,cluster_1
17668,2,2,867.37,cluster_1
17669,43,7,14267.1,cluster_1
17670,228,1,1338.14,cluster_3
17671,16,4,8030.8,cluster_1
17672,51,2,20577.0,cluster_1
17673,2,6,16126.57,cluster_1
17674,75,2,7453.48,cluster_1
17675,2,31,97116.99,cluster_0
17676,5,6,8804.92,cluster_1
17677,2,30,83086.58,cluster_0
17678,264,1,2427.22,cluster_3
17679,53,2,9514.26,cluster_1
17680,24,2,2881.62,cluster_1
17682,11,7,12084.8,cluster_1
17683,5,1,14.48,cluster_1
17684,44,2,9147.47,cluster_1
17685,17,7,21174.03,cluster_1
17686,8,7,26591.23,cluster_1
17690,31,15,24684.19,cluster_0
17691,359,2,1670.98,cluster_3
17692,128,5,7261.349999999999,cluster_1
17693,138,2,14013.26,cluster_1
17694,142,1,2176.38,cluster_1
17695,132,2,8768.26,cluster_1
17696,39,8,20341.64,cluster_1
17697,162,2,1315.75,cluster_3
17698,261,1,1112.07,cluster_3
17699,5,1,14.48,cluster_1
17700,17,4,13158.74,cluster_1
17701,253,1,1306.76,cluster_3
17702,31,4,11490.91,cluster_1
17703,36,4,6872.05,cluster_1
17704,169,2,4301.49,cluster_3
17705,4,9,9594.0,cluster_1
17706,5,17,47278.36,cluster_0
17707,186,2,1632.0,cluster_3
17708,188,2,1192.1799999999998,cluster_3
17709,170,1,315.13,cluster_3
17711,11,2,2218.99,cluster_1
17712,45,2,2450.63,cluster_1
17713,278,2,19404.69,cluster_3
17714,321,1,1099.66,cluster_3
17715,201,3,5897.47,cluster_3
17716,23,12,37618.14,cluster_0
17718,233,1,993.47,cluster_3
17719,38,15,30804.52,cluster_0
17720,27,4,7129.75,cluster_1
17721,73,1,6289.66,cluster_1
17722,97,4,18776.34,cluster_1
17723,128,6,11473.34,cluster_1
17724,72,3,4133.3,cluster_1
17725,17,11,24733.0,cluster_1
17727,16,1,4227.45,cluster_1
17728,4,3,15663.12,cluster_1
17730,4,13,39898.7,cluster_0
17731,80,4,6213.04,cluster_1
17732,5,2,1241.34,cluster_1
17733,39,2,5455.07,cluster_1
17734,54,3,5043.4800000000005,cluster_1
17735,3,19,80240.9,cluster_0
17736,10,3,2698.12,cluster_1
17737,10,2,985.92,cluster_1
17738,20,4,12291.31,cluster_1
17739,4,8,10669.070000000002,cluster_1
17740,234,1,7964.2,cluster_3
17742,114,2,1276.04,cluster_1
17744,4,7,34331.4,cluster_1
17745,354,1,707.28,cluster_3
17746,241,1,410.25,cluster_3
17747,113,1,196.2,cluster_1
17749,179,2,3971.02,cluster_3
17750,6,9,38516.88,cluster_1
17752,360,1,2050.56,cluster_3
17753,302,1,69.17999999999999,cluster_3
17754,1,5,16919.64,cluster_1
17755,102,1,3547.36,cluster_1
17757,2,30,36612.22,cluster_0
17758,20,10,30960.13,cluster_1
17759,18,3,7972.88,cluster_1
17760,22,2,2744.27,cluster_1
17761,33,1,4809.780000000001,cluster_1
17763,264,1,138.36,cluster_3
17764,51,3,4415.89,cluster_1
17765,159,3,1719.89,cluster_3
17766,290,1,1074.32,cluster_3
17767,16,2,2032.7,cluster_1
17768,9,3,11545.28,cluster_1
17769,13,10,20716.37,cluster_1
17770,199,5,4913.1,cluster_3
17771,57,2,3114.77,cluster_1
17772,11,2,378.54,cluster_1
17774,97,4,6450.65,cluster_1
17775,255,1,795.8399999999999,cluster_3
17777,25,3,5749.05,cluster_1
17779,22,3,4555.37,cluster_1
17781,160,2,541.22,cluster_3
17783,73,2,3894.12,cluster_1
17785,54,1,821.9,cluster_1
17786,86,2,2193.83,cluster_1
17787,10,5,13683.19,cluster_1
17788,74,2,3293.26,cluster_1
17789,282,1,989.86,cluster_3
17790,27,14,10571.14,cluster_0
17791,30,1,520.47,cluster_1
17793,26,1,2624.2000000000003,cluster_1
17795,180,2,3477.56,cluster_3
17796,41,5,2526.22,cluster_1
17797,23,3,5811.59,cluster_1
17799,23,10,19745.03,cluster_1
17800,38,9,8421.529999999999,cluster_1
17802,83,4,10055.39,cluster_1
17805,74,1,5425.36,cluster_1
17806,12,1,4530.58,cluster_1
17809,17,12,25247.54,cluster_1
17810,323,1,1040.15,cluster_3
17811,5,39,48043.3,cluster_0
17812,13,4,2872.88,cluster_1
17813,15,5,8997.12,cluster_1
17816,37,4,313.99,cluster_1
17817,5,3,803.34,cluster_1
17819,72,7,14363.75,cluster_1
17823,15,1,36.12,cluster_1
17824,52,1,4488.12,cluster_1
17827,6,6,13361.15,cluster_1
17828,23,4,7908.45,cluster_1
17829,299,1,5995.24,cluster_3
17830,2,3,1128.16,cluster_1
17831,34,1,159.24,cluster_1
17832,50,2,2328.53,cluster_1
17835,3,3,2980.21,cluster_1
17836,48,2,1171.03,cluster_1
17837,43,8,6780.0,cluster_1
17838,27,5,22012.11,cluster_1
17839,43,1,2941.74,cluster_1
17841,2,125,253038.24,cluster_2
17843,304,1,1104.59,cluster_3
17844,107,1,585.8,cluster_1
17846,122,1,13882.59,cluster_1
17848,82,10,21855.1,cluster_1
17849,219,4,1789.38,cluster_3
17850,373,34,22920.73,cluster_0
17852,12,2,333.17,cluster_1
17854,186,2,1180.0,cluster_3
17855,373,1,2233.23,cluster_3
17856,2,5,16025.83,cluster_1
17857,5,22,168410.98,cluster_0
17858,6,14,32280.52,cluster_0
17859,305,1,994.56,cluster_3
17860,369,1,1173.13,cluster_3
17861,4,8,20290.0,cluster_1
17862,324,1,1363.9399999999998,cluster_3
17863,60,6,29979.08,cluster_1
17864,13,3,7495.37,cluster_1
17865,31,20,69781.68,cluster_0
17866,143,1,2121.14,cluster_3
17867,31,7,6377.09,cluster_1
17869,108,6,1792.72,cluster_1
17870,3,13,15359.13,cluster_0
17871,205,1,2025.0,cluster_3
17872,59,1,6717.56,cluster_1
17873,81,5,12359.88,cluster_1
17874,86,7,3000.41,cluster_1
17877,171,1,1247.98,cluster_3
17878,44,1,4474.16,cluster_1
17879,174,1,644.1800000000001,cluster_3
17880,365,1,3688.7,cluster_3
17881,305,1,464.68,cluster_3
17883,4,4,2862.13,cluster_1
17884,4,4,7849.74,cluster_1
17885,13,2,3500.41,cluster_1
17886,32,3,5685.53,cluster_1
17887,130,1,421.58,cluster_1
17888,22,9,14702.08,cluster_1
17889,213,2,995.63,cluster_3
17890,323,2,4721.81,cluster_3
17891,163,1,4237.04,cluster_3
17892,57,3,1367.31,cluster_1
17893,226,2,7079.84,cluster_3
17894,52,9,5262.43,cluster_1
17895,45,2,1435.38,cluster_1
17896,24,1,3215.52,cluster_1
17897,173,4,10108.86,cluster_3
17898,86,2,2103.36,cluster_1
17899,160,1,1900.9,cluster_3
17900,191,2,837.7199999999999,cluster_3
17901,30,2,5450.5,cluster_1
17904,22,2,12288.81,cluster_1
17905,72,4,4980.4,cluster_1
17906,248,1,341.2,cluster_3
17908,374,1,1945.66,cluster_3
17911,10,1,1517.12,cluster_1
17912,311,5,2203.94,cluster_3
17913,59,2,3334.74,cluster_1
17914,4,1,2870.9300000000003,cluster_1
17917,46,4,7680.38,cluster_1
17919,89,2,15796.55,cluster_1
17920,5,17,26696.38,cluster_0
17921,65,4,5022.07,cluster_1
17923,283,1,725.0,cluster_3
17924,12,7,14059.86,cluster_1
17925,29,2,1023.72,cluster_1
17926,134,4,22406.94,cluster_1
17928,46,2,862.12,cluster_1
17929,12,4,1766.8,cluster_1
17930,36,5,18121.24,cluster_1
17931,135,2,2958.59,cluster_1
17932,30,3,9265.61,cluster_1
17933,267,1,707.26,cluster_3
17934,52,3,10554.95,cluster_1
17935,139,2,951.79,cluster_1
17936,6,2,1618.99,cluster_1
17937,9,7,20984.9,cluster_1
17939,160,1,511.54,cluster_3
17940,50,9,97787.26,cluster_0
17941,131,1,2896.08,cluster_1
17942,8,1,235.22,cluster_1
17946,234,2,866.96,cluster_3
17947,38,1,1902.84,cluster_1
17948,148,1,1843.2,cluster_3
17949,2,44,348200.27,cluster_0
17950,73,3,4245.45,cluster_1
17951,40,3,7348.06,cluster_1
17952,352,1,139.55,cluster_3
17953,233,1,5751.599999999999,cluster_3
17954,6,12,23115.26,cluster_1
17955,199,4,3369.38,cluster_3
17956,197,2,14367.22,cluster_3
17957,67,1,2932.29,cluster_1
17958,117,1,1369.72,cluster_1
17959,197,1,673.73,cluster_3
17960,172,1,495.82,cluster_3
17961,22,39,6902.639999999999,cluster_0
17962,143,1,1406.77,cluster_3
17964,32,2,3438.71,cluster_1
17965,38,14,18145.06,cluster_0
17966,38,5,27479.52,cluster_1
17967,32,2,10141.93,cluster_1
17968,374,1,1794.93,cluster_3
17969,167,3,6386.31,cluster_3
17970,212,1,5834.88,cluster_3
17972,242,1,507.53,cluster_3
17973,27,3,9069.08,cluster_1
17974,25,4,5923.47,cluster_1
17975,16,13,19981.65,cluster_0
17976,373,1,1282.93,cluster_3
17977,30,2,3948.56,cluster_1
17978,366,1,5423.479999999999,cluster_3
17979,36,4,4589.46,cluster_1
17980,166,3,7822.98,cluster_3
17981,78,1,6840.68,cluster_1
17984,146,1,1161.05,cluster_3
17985,23,1,2399.84,cluster_1
17986,57,1,61.900000000000006,cluster_1
17987,186,1,2878.8,cluster_3
17988,12,7,534.73,cluster_1
17990,237,3,4889.639999999999,cluster_3
17991,226,2,351.85,cluster_3
17994,122,5,5813.62,cluster_1
17995,282,1,1441.16,cluster_3
17997,75,8,25110.99,cluster_1
17999,38,3,8074.26,cluster_1
18001,13,2,3636.75,cluster_1
18004,363,1,912.15,cluster_3
18005,4,2,777.76,cluster_1
18006,24,1,2710.76,cluster_1
18008,71,9,18375.33,cluster_1
18009,236,1,1498.96,cluster_3
18010,257,1,794.15,cluster_3
18011,374,1,821.04,cluster_3
18013,156,2,3113.57,cluster_3
18014,29,1,806.32,cluster_1
18015,5,1,1013.09,cluster_1
18016,33,5,11806.2,cluster_1
18017,82,3,1805.0,cluster_1
18018,109,2,688.8199999999999,cluster_1
18019,52,1,111.14,cluster_1
18022,36,1,7815.27,cluster_1
18024,153,2,2285.62,cluster_3
18027,99,1,917.67,cluster_1
18030,5,2,747.54,cluster_1
18032,335,1,505.8,cluster_3
18033,66,1,2636.77,cluster_1
18034,22,2,6146.54,cluster_1
18035,36,3,6705.56,cluster_1
18036,33,3,2487.82,cluster_1
18037,155,6,264.51,cluster_3
18040,20,2,1573.34,cluster_1
18041,12,21,41062.46,cluster_0
18042,54,1,507.39,cluster_1
18043,25,3,3222.62,cluster_1
18044,5,10,12118.39,cluster_1
18045,46,1,1585.28,cluster_1
18048,204,2,1478.48,cluster_3
18050,360,1,486.22,cluster_3
18053,71,1,3403.06,cluster_1
18055,8,10,29478.44,cluster_1
18056,289,1,2535.22,cluster_3
18058,10,1,544.72,cluster_1
18059,24,3,3009.71,cluster_1
18061,22,10,11962.8,cluster_1
18062,174,3,4797.9,cluster_3
18064,134,2,3441.36,cluster_1
18065,6,14,11673.68,cluster_0
18066,76,1,1432.66,cluster_1
18067,41,1,2331.32,cluster_1
18068,290,1,165.72,cluster_3
18069,27,5,14889.29,cluster_1
18071,258,2,3128.97,cluster_3
18072,186,1,3205.44,cluster_3
18073,115,12,35656.64,cluster_1
18074,374,1,2449.37,cluster_3
18075,24,10,17681.07,cluster_1
18077,9,11,20651.08,cluster_1
18078,218,2,1830.61,cluster_3
18079,46,4,79005.63,cluster_1
18080,19,2,7841.16,cluster_1
18081,37,3,2350.66,cluster_1
18082,26,1,6871.59,cluster_1
18084,17,1,1912.56,cluster_1
18085,331,2,3422.91,cluster_3
18086,275,1,1130.58,cluster_3
18087,291,1,43317.54,cluster_3
18088,62,1,1254.42,cluster_1
18092,3,11,51683.72,cluster_0
18093,94,4,16425.52,cluster_1
18094,82,7,28508.04,cluster_1
18095,313,2,4889.59,cluster_3
18096,12,3,7800.18,cluster_1
18097,8,6,18030.66,cluster_1
18099,128,1,1699.71,cluster_1
18101,12,2,770.44,cluster_1
18102,1,60,897137.36,cluster_2
18104,38,1,4484.02,cluster_1
18105,38,1,587.7,cluster_1
18106,330,1,1723.71,cluster_3
18108,255,1,1138.78,cluster_3
18109,2,26,47445.09,cluster_0
18110,20,1,941.57,cluster_1
18112,13,2,2226.91,cluster_1
18113,369,1,816.48,cluster_3
18114,291,1,789.3,cluster_3
18116,68,8,9794.11,cluster_1
18117,26,1,6513.0,cluster_1
18118,11,26,32912.56,cluster_0
18119,368,1,1456.07,cluster_3
18120,215,1,431.63,cluster_3
18121,150,2,5158.599999999999,cluster_3
18122,9,6,12182.02,cluster_1
18123,25,2,6269.59,cluster_1
18125,30,4,9297.63,cluster_1
18126,61,1,1525.71,cluster_1
18127,20,3,2272.32,cluster_1
18129,244,1,607.37,cluster_3
18130,16,3,8323.66,cluster_1
18133,213,1,14796.000000000002,cluster_3
18135,30,5,4275.82,cluster_1
18136,64,3,4688.58,cluster_1
18138,296,1,545.9,cluster_3
18139,18,6,58913.05,cluster_1
18142,158,2,14125.52,cluster_3
18143,117,2,6075.47,cluster_1
18144,8,12,15681.22,cluster_1
18145,13,4,24708.38,cluster_1
18146,141,2,1732.11,cluster_1
18147,46,2,2264.44,cluster_1
18149,51,3,3618.46,cluster_1
18150,33,3,3983.42,cluster_1
18151,135,2,4063.47,cluster_1
18154,4,2,2363.58,cluster_1
18155,76,3,3107.16,cluster_1
18156,13,2,2274.21,cluster_1
18158,10,2,3170.62,cluster_1
18159,302,1,1968.08,cluster_3
18160,58,2,3598.12,cluster_1
18161,16,5,8433.35,cluster_1
18164,38,1,2295.49,cluster_1
18165,178,1,2913.76,cluster_3
18167,24,3,5334.26,cluster_1
18168,177,6,7190.81,cluster_3
18169,61,1,832.8100000000001,cluster_1
18170,34,3,5196.6900000000005,cluster_1
18171,59,5,6191.95,cluster_1
18172,15,20,38633.44,cluster_0
18173,87,4,14665.34,cluster_1
18174,8,1,309.5,cluster_1
18176,359,1,3388.6,cluster_3
18177,32,6,5626.12,cluster_1
18178,129,4,10496.09,cluster_1
18179,10,6,13570.29,cluster_1
18180,5,6,17879.32,cluster_1
18181,25,1,1739.17,cluster_1
18183,228,2,4327.61,cluster_3
18184,16,1,371.4,cluster_1
18185,250,1,2187.25,cluster_3
18188,16,3,12191.2,cluster_1
18189,78,2,6918.73,cluster_1
18190,193,2,1726.52,cluster_3
18191,262,1,1647.88,cluster_3
18192,72,1,3604.94,cluster_1
